SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-158506 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-159082 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-159133 0 -1000 0.9981 0 0.00476 neutral
1-159160 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-159896 0 -1000 0.9981 0 0.00476 neutral
1-159916 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-159920 0 -1000 0.9981 0 0.00476 neutral
1-159930 0 -1000 0.9981 0 0.00476 neutral
1-160090 0 -1000 0.9981 0 0.00476 neutral
1-160155 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-160521 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-160540 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-160841 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-160902 0 -1000 0.9981 0 0.00476 neutral
1-161049 0 -1000 0.9981 0 0.00476 neutral
1-161130 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-161131 0 -1000 0.9981 0 0.00476 neutral
1-161135 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-161422 0 -1000 0.9981 0 0.00476 neutral
1-161986 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-162316 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-162330 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-163133 0 -1000 0.9981 0 0.00476 neutral
1-163136 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-163473 0 -1000 0.9981 0 0.00476 neutral
1-164485 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-165445 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-165474 0 -1000 0.9981 0 0.00476 neutral
1-165747 0.00020002 -3.6988 0.9926 4e-04 0.004766 neutral
1-165842 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-166621 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-166758 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-167061 0 -1000 0.9981 0 0.00476 neutral
1-167230 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-167232 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-167239 0 -1000 0.9981 0 0.00476 neutral
1-167511 0 -1000 0.9981 0 0.00476 neutral
1-168340 0 -1000 0.9981 0 0.00476 neutral
1-168456 0 -1000 0.9981 0 0.00476 neutral
1-168616 0 -1000 0.9981 0 0.00476 neutral
1-168833 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-169199 0 -1000 0.9981 0 0.00476 neutral
1-169218 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-169224 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-169571 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-169900 0 -1000 0.9981 0 0.00476 neutral
1-170069 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-170378 0 -1000 0.9981 0 0.00476 neutral
1-170407 0 -1000 0.9981 0 0.00476 neutral
1-170474 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-170592 0 -1000 0.9981 0 0.00476 neutral
1-170631 0 -1000 0.9981 0 0.00476 neutral
1-170639 0 -1000 0.9981 0 0.00476 neutral
1-171042 0 -1000 0.9981 0 0.00476 neutral
1-171650 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-171826 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-171890 0 -1000 0.9981 0 0.00476 neutral
1-171971 0 -1000 0.9981 0 0.00476 neutral
1-172107 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-172511 0 -1000 0.9981 0 0.00476 neutral
1-172587 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-172616 0 -1000 0.9981 0 0.00476 neutral
1-173013 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-173031 0 -1000 0.9981 0 0.00476 neutral
1-173083 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-173106 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-173721 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-173790 0 -1000 0.9981 0 0.00476 neutral
1-174000 0 -1000 0.9981 0 0.00476 neutral
1-174013 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-174089 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-174417 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-174456 0 -1000 0.9981 0 0.00476 neutral
1-174569 0 -1000 0.9981 0 0.00476 neutral
1-174597 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-175317 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-175321 0 -1000 0.9981 0 0.00476 neutral
1-176109 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-176292 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-176475 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-176605 0 -1000 0.9981 0 0.00476 neutral
1-176821 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-176849 0 -1000 0.9981 0 0.00476 neutral
1-176851 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-176874 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-176875 0 -1000 0.9981 0 0.00476 neutral
1-177097 0 -1000 0.9981 0 0.00476 neutral
1-177281 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-177791 0 -1000 0.9981 0 0.00476 neutral
1-178053 0 -1000 0.9981 0 0.00476 neutral
1-178388 0 -1000 0.9981 0 0.00476 neutral
1-178480 0 -1000 0.9981 0 0.00476 neutral
1-178550 0 -1000 0.9981 0 0.00476 neutral
1-178729 0 -1000 0.9981 0 0.00476 neutral
1-179083 0 -1000 0.9981 0 0.00476 neutral
1-179276 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-179780 0 -1000 0.9981 0 0.00476 neutral
1-180071 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-180123 0 -1000 0.9981 0 0.00476 neutral
1-180228 0 -1000 0.9981 0 0.00476 neutral
1-180232 0.00040004 -3.3977 0.9304 4e-04 0.004766 neutral
1-180742 0 -1000 0.9981 0 0.00476 neutral
1-180761 0 -1000 0.9981 0 0.00476 neutral
1-181282 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-181361 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-181457 0 -1000 0.9981 0 0.00476 neutral
1-181458 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-181499 0 -1000 0.9981 0 0.00476 neutral
1-181510 0 -1000 0.9981 0 0.00476 neutral
1-181755 0 -1000 0.9981 0 0.00476 neutral
1-181954 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-182150 0 -1000 0.9981 0 0.00476 neutral
1-182203 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-182452 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-182578 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-182861 0 -1000 0.9981 0 0.00476 neutral
1-183080 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-183096 0 -1000 0.9981 0 0.00476 neutral
1-183116 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-183421 0 -1000 0.9981 0 0.00476 neutral
1-183601 0 -1000 0.9981 0 0.00476 neutral
1-183864 0 -1000 0.9981 0 0.00476 neutral
1-183870 0 -1000 0.9981 0 0.00476 neutral
1-183871 0 -1000 0.9981 0 0.00476 neutral
1-184154 0 -1000 0.9981 0 0.00476 neutral
1-184186 0 -1000 0.9981 0 0.00476 neutral
1-184258 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-184433 0 -1000 0.9981 0 0.00476 neutral
1-184501 0 -1000 0.9981 0 0.00476 neutral
1-184558 0 -1000 0.9981 0 0.00476 neutral
1-184599 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-184920 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-185772 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-186105 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-186114 0 -1000 0.9981 0 0.00476 neutral
1-186627 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-186967 0 -1000 0.9981 0 0.00476 neutral
1-187211 0 -1000 0.9981 0 0.00476 neutral
1-187514 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-187772 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-187878 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-187975 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-188006 0 -1000 0.9981 0 0.00476 neutral
1-188033 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-188101 0 -1000 0.9981 0 0.00476 neutral
1-188290 0 -1000 0.9981 0 0.00476 neutral
1-189067 0 -1000 0.9981 0 0.00476 neutral
1-189301 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-189491 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-189563 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-189746 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-189747 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-190065 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-190470 0 -1000 0.9981 0 0.00476 neutral
1-190501 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-190506 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-190517 0 -1000 0.9981 0 0.00476 neutral
1-190940 0 -1000 0.9981 0 0.00476 neutral
1-191774 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-192011 0 -1000 0.9981 0 0.00476 neutral
1-192027 0 -1000 0.9981 0 0.00476 neutral
1-192057 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-192655 0 -1000 0.9981 0 0.00476 neutral
1-193231 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-193601 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-193637 0 -1000 0.9981 0 0.00476 neutral
1-193745 0 -1000 0.9981 0 0.00476 neutral
1-193785 0 -1000 0.9981 0 0.00476 neutral
1-193852 0 -1000 0.9981 0 0.00476 neutral
1-194465 0 -1000 0.9981 0 0.00476 neutral
1-194996 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-195019 0 -1000 0.9981 0 0.00476 neutral
1-195027 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-195132 0 -1000 0.9981 0 0.00476 neutral
1-195457 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-195472 0 -1000 0.9981 0 0.00476 neutral
1-195623 0 -1000 0.9981 0 0.00476 neutral
1-195802 0 -1000 0.9981 0 0.00476 neutral
1-195829 0 -1000 0.9981 0 0.00476 neutral
1-196005 0 -1000 0.9981 0 0.00476 neutral
1-196088 0 -1000 0.9981 0 0.00476 neutral
1-196299 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-196410 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-196423 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-196452 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-196796 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-196849 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-197532 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-197691 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-197721 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-198386 0 -1000 0.9981 0 0.00476 neutral
1-198469 0 -1000 0.9981 0 0.00476 neutral
1-199344 0 -1000 0.9981 0 0.00476 neutral
1-199735 0 -1000 0.9981 0 0.00476 neutral
1-200135 0 -1000 0.9981 0 0.00476 neutral
1-200147 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-200190 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-200192 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-200233 0 -1000 0.9981 0 0.00476 neutral
1-201136 0 -1000 0.9981 0 0.00476 neutral
1-201197 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-201445 0.00020002 -3.6988 0.9926 3e-04 0.004763 neutral
1-201660 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-201698 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-201848 0.0010001 -2.9995 0.6117 0.0018 0.004785 neutral
1-201924 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-202263 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-202917 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-203193 0 -1000 0.9981 0 0.00476 neutral
1-203349 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-203356 0 -1000 0.9981 0 0.00476 neutral
1-203532 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-203545 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-203576 0 -1000 0.9981 0 0.00476 neutral
1-204970 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-205050 0 -1000 0.9981 0 0.00476 neutral
1-205071 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-205076 0 -1000 0.9981 0 0.00476 neutral
1-205337 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-205356 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-205514 0 -1000 0.9981 0 0.00476 neutral
1-205539 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-205677 0 -1000 0.9981 0 0.00476 neutral
1-205753 0 -1000 0.9981 0 0.00476 neutral
1-206276 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-207034 0.0013001 -2.8854 0.5313 0.0022 0.00479 neutral
1-207077 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-207146 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-207172 0 -1000 0.9981 0 0.00476 neutral
1-207459 0 -1000 0.9981 0 0.00476 neutral
1-207589 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-207593 0.00030003 -3.5227 0.9776 0 0.004762 neutral
1-207608 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-207617 0.00030003 -3.5227 0.9776 1e-04 0.004763 neutral
1-207810 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-207991 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-208093 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-208441 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-208549 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-208571 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-208604 0 -1000 0.9981 0 0.00476 neutral
1-209250 0 -1000 0.9981 0 0.00476 neutral
1-209586 0 -1000 0.9981 0 0.00476 neutral
1-209699 0 -1000 0.9981 0 0.00476 neutral
1-209762 0 -1000 0.9981 0 0.00476 neutral
1-209782 0 -1000 0.9981 0 0.00476 neutral
1-209836 0 -1000 0.9981 0 0.00476 neutral
1-209876 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-210026 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-210355 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-210377 0 -1000 0.9981 0 0.00476 neutral
1-210397 0 -1000 0.9981 0 0.00476 neutral
1-210455 0 -1000 0.9981 0 0.00476 neutral
1-210508 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-210559 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-211185 0 -1000 0.9981 0 0.00476 neutral
1-211454 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-211463 0 -1000 0.9981 0 0.00476 neutral
1-211476 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-211495 0 -1000 0.9981 0 0.00476 neutral
1-211993 0 -1000 0.9981 0 0.00476 neutral
1-212239 0 -1000 0.9981 0 0.00476 neutral
1-212278 0 -1000 0.9981 0 0.00476 neutral
1-212347 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-212357 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-212539 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-212628 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-212632 0 -1000 0.9981 0 0.00476 neutral
1-212651 0 -1000 0.9981 0 0.00476 neutral
1-212846 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-212921 0 -1000 0.9981 0 0.00476 neutral
1-213899 0 -1000 0.9981 0 0.00476 neutral
1-213919 0 -1000 0.9981 0 0.00476 neutral
1-214010 0 -1000 0.9981 0 0.00476 neutral
1-214135 0 -1000 0.9981 0 0.00476 neutral
1-214483 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-214686 0 -1000 0.9981 0 0.00476 neutral
1-214692 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-214978 0 -1000 0.9981 0 0.00476 neutral
1-214979 0 -1000 0.9981 0 0.00476 neutral
1-215142 0 -1000 0.9981 0 0.00476 neutral
1-215378 0 -1000 0.9981 0 0.00476 neutral
1-215453 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-215743 0 -1000 0.9981 0 0.00476 neutral
1-215790 0 -1000 0.9981 0 0.00476 neutral
1-215852 0 -1000 0.9981 0 0.00476 neutral
1-215861 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-215888 0 -1000 0.9981 0 0.00476 neutral
1-216073 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-216318 0 -1000 0.9981 0 0.00476 neutral
1-216560 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-216592 0 -1000 0.9981 0 0.00476 neutral
1-216606 0 -1000 0.9981 0 0.00476 neutral
1-216608 0 -1000 0.9981 0 0.00476 neutral
1-217168 0 -1000 0.9981 0 0.00476 neutral
1-217678 0 -1000 0.9981 0 0.00476 neutral
1-217686 0 -1000 0.9981 0 0.00476 neutral
1-217708 0 -1000 0.9981 0 0.00476 neutral
1-217880 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-218498 0 -1000 0.9981 0 0.00476 neutral
1-218518 0 -1000 0.9981 0 0.00476 neutral
1-218636 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-218995 0 -1000 0.9981 0 0.00476 neutral
1-219014 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-219550 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-219896 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-220478 0 -1000 0.9981 0 0.00476 neutral
1-220869 0 -1000 0.9981 0 0.00476 neutral
1-220877 0 -1000 0.9981 0 0.00476 neutral
1-220919 0 -1000 0.9981 0 0.00476 neutral
1-221098 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-221103 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-221230 0 -1000 0.9981 0 0.00476 neutral
1-222561 0 -1000 0.9981 0 0.00476 neutral
1-222659 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-222741 0.00030003 -3.5227 0.9776 3e-04 0.004763 neutral
1-223062 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-223300 0 -1000 0.9981 0 0.00476 neutral
1-223320 0 -1000 0.9981 0 0.00476 neutral
1-223859 0 -1000 0.9981 0 0.00476 neutral
1-224020 0 -1000 0.9981 0 0.00476 neutral
1-224093 0 -1000 0.9981 0 0.00476 neutral
1-224333 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-224470 0 -1000 0.9981 0 0.00476 neutral
1-225494 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-225607 0 -1000 0.9981 0 0.00476 neutral
1-225739 0 -1000 0.9981 0 0.00476 neutral
1-225798 0 -1000 0.9981 0 0.00476 neutral
1-225908 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-226072 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-226430 0 -1000 0.9981 0 0.00476 neutral
1-227515 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-227521 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-227548 0 -1000 0.9981 0 0.00476 neutral
1-227622 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-227662 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-227820 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-227824 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-227833 0 -1000 0.9981 0 0.00476 neutral
1-227871 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-228093 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-228559 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-228887 0 -1000 0.9981 0 0.00476 neutral
1-228905 0 -1000 0.9981 0 0.00476 neutral
1-228931 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-229139 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-230096 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-230122 0 -1000 0.9981 0 0.00476 neutral
1-230301 0 -1000 0.9981 0 0.00476 neutral
1-230379 0 -1000 0.9981 0 0.00476 neutral
1-230528 0 -1000 0.9981 0 0.00476 neutral
1-230550 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-231428 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-231446 0 -1000 0.9981 0 0.00476 neutral
1-231614 0 -1000 0.9981 0 0.00476 neutral
1-231738 0 -1000 0.9981 0 0.00476 neutral
1-232053 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-232075 0 -1000 0.9981 0 0.00476 neutral
1-232952 0 -1000 0.9981 0 0.00476 neutral
1-233180 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-233628 0 -1000 0.9981 0 0.00476 neutral
1-234111 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-234121 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-234129 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-234266 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-234516 0 -1000 0.9981 0 0.00476 neutral
1-234540 0 -1000 0.9981 0 0.00476 neutral
1-234878 0 -1000 0.9981 0 0.00476 neutral
1-234908 0 -1000 0.9981 0 0.00476 neutral
1-234942 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-234946 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-235556 0 -1000 0.9981 0 0.00476 neutral
1-235960 0 -1000 0.9981 0 0.00476 neutral
1-236024 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-236349 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-236426 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-236474 0 -1000 0.9981 0 0.00476 neutral
1-237085 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-237094 0 -1000 0.9981 0 0.00476 neutral
1-237188 0 -1000 0.9981 0 0.00476 neutral
1-237210 0 -1000 0.9981 0 0.00476 neutral
1-237307 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-237871 0 -1000 0.9981 0 0.00476 neutral
1-237908 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-237913 0 -1000 0.9981 0 0.00476 neutral
1-238059 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-238186 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-238356 0 -1000 0.9981 0 0.00476 neutral
1-238366 0.00030003 -3.5227 0.9776 1e-04 0.004762 neutral
1-239100 0 -1000 0.9981 0 0.00476 neutral
1-239116 0 -1000 0.9981 0 0.00476 neutral
1-239597 0 -1000 0.9981 0 0.00476 neutral
1-239669 0 -1000 0.9981 0 0.00476 neutral
1-239821 0 -1000 0.9981 0 0.00476 neutral
1-240182 0 -1000 0.9981 0 0.00476 neutral
1-240221 0 -1000 0.9981 0 0.00476 neutral
1-240464 0 -1000 0.9981 0 0.00476 neutral
1-240466 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-240910 0 -1000 0.9981 0 0.00476 neutral
1-241034 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-241331 0 -1000 0.9981 0 0.00476 neutral
1-241555 0 -1000 0.9981 0 0.00476 neutral
1-241882 0 -1000 0.9981 0 0.00476 neutral
1-242586 0 -1000 0.9981 0 0.00476 neutral
1-242588 0 -1000 0.9981 0 0.00476 neutral
1-242673 0 -1000 0.9981 0 0.00476 neutral
1-242959 0 -1000 0.9981 0 0.00476 neutral
1-243014 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-243067 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-243201 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-243229 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-243557 0 -1000 0.9981 0 0.00476 neutral
1-243708 0 -1000 0.9981 0 0.00476 neutral
1-243937 0 -1000 0.9981 0 0.00476 neutral
1-244053 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-244454 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-244676 0 -1000 0.9981 0 0.00476 neutral
1-245150 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-245206 0 -1000 0.9981 0 0.00476 neutral
1-245223 0 -1000 0.9981 0 0.00476 neutral
1-245230 0 -1000 0.9981 0 0.00476 neutral
1-245406 0 -1000 0.9981 0 0.00476 neutral
1-245458 0 -1000 0.9981 0 0.00476 neutral
1-245461 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-245600 0 -1000 0.9981 0 0.00476 neutral
1-245687 0.00040004 -3.3977 0.9304 4e-04 0.004765 neutral
1-245868 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-245971 0.00040004 -3.3977 0.9304 5e-04 0.004768 neutral
1-246717 0 -1000 0.9981 0 0.00476 neutral
1-246744 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-247006 0 -1000 0.9981 0 0.00476 neutral
1-247084 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-247099 0 -1000 0.9981 0 0.00476 neutral
1-248061 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-248089 0 -1000 0.9981 0 0.00476 neutral
1-248923 0 -1000 0.9981 0 0.00476 neutral
1-249653 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-250127 0 -1000 0.9981 0 0.00476 neutral
1-250157 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-250243 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-250280 0 -1000 0.9981 0 0.00476 neutral
1-250326 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-250501 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-250651 0 -1000 0.9981 0 0.00476 neutral
1-250689 0 -1000 0.9981 0 0.00476 neutral
1-250796 0 -1000 0.9981 0 0.00476 neutral
1-251322 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-251382 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-251434 0 -1000 0.9981 0 0.00476 neutral
1-251486 0 -1000 0.9981 0 0.00476 neutral
1-251489 0 -1000 0.9981 0 0.00476 neutral
1-252239 0 -1000 0.9981 0 0.00476 neutral
1-252500 0 -1000 0.9981 0 0.00476 neutral
1-252926 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-253003 0 -1000 0.9981 0 0.00476 neutral
1-253199 0 -1000 0.9981 0 0.00476 neutral
1-253362 0 -1000 0.9981 0 0.00476 neutral
1-253436 0.00010001 -3.9999 0.9969 0 0.00476 neutral
